%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
398000000,0,398000000,/dvs_simulator,-6.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
399000000,0,399000000,/dvs_simulator,-6.060001,1.8,10.0,-0.5,0.5,-0.5,0.5
400000000,0,400000000,/dvs_simulator,-5.999996,1.8,10.0,-0.5,0.5,-0.5,0.5
401000000,0,401000000,/dvs_simulator,-5.940002,1.8,10.0,-0.5,0.5,-0.5,0.5
402000000,0,402000000,/dvs_simulator,-5.879997,1.8,10.0,-0.5,0.5,-0.5,0.5
403000000,0,403000000,/dvs_simulator,-5.82,1.8,10.0,-0.5,0.5,-0.5,0.5
404000000,0,404000000,/dvs_simulator,-5.760002,1.8,10.0,-0.5,0.5,-0.5,0.5
405000000,0,405000000,/dvs_simulator,-5.700005,1.8,10.0,-0.5,0.5,-0.5,0.5
406000000,0,406000000,/dvs_simulator,-5.640003,1.8,10.0,-0.5,0.5,-0.5,0.5
407000000,0,407000000,/dvs_simulator,-5.580002,1.8,10.0,-0.5,0.5,-0.5,0.5
408000000,0,408000000,/dvs_simulator,-5.520004,1.8,10.0,-0.5,0.5,-0.5,0.5
409000000,0,409000000,/dvs_simulator,-5.459999,1.8,10.0,-0.5,0.5,-0.5,0.5
410000000,0,410000000,/dvs_simulator,-5.400002,1.8,10.0,-0.5,0.5,-0.5,0.5
411000000,0,411000000,/dvs_simulator,-5.34,1.8,10.0,-0.5,0.5,-0.5,0.5
412000000,0,412000000,/dvs_simulator,-5.280003,1.8,10.0,-0.5,0.5,-0.5,0.5
413000000,0,413000000,/dvs_simulator,-5.220001,1.8,10.0,-0.5,0.5,-0.5,0.5
414000000,0,414000000,/dvs_simulator,-5.160004,1.8,10.0,-0.5,0.5,-0.5,0.5
415000000,0,415000000,/dvs_simulator,-5.100002,1.8,10.0,-0.5,0.5,-0.5,0.5
416000000,0,416000000,/dvs_simulator,-5.039997,1.8,10.0,-0.5,0.5,-0.5,0.5
417000000,0,417000000,/dvs_simulator,-4.98,1.8,10.0,-0.5,0.5,-0.5,0.5
418000000,0,418000000,/dvs_simulator,-4.919998,1.8,10.0,-0.5,0.5,-0.5,0.5
419000000,0,419000000,/dvs_simulator,-4.860001,1.8,10.0,-0.5,0.5,-0.5,0.5
420000000,0,420000000,/dvs_simulator,-4.799999,1.8,10.0,-0.5,0.5,-0.5,0.5
421000000,0,421000000,/dvs_simulator,-4.740002,1.8,10.0,-0.5,0.5,-0.5,0.5
422000000,0,422000000,/dvs_simulator,-4.68,1.8,10.0,-0.5,0.5,-0.5,0.5
423000000,0,423000000,/dvs_simulator,-4.619999,1.8,10.0,-0.5,0.5,-0.5,0.5
424000000,0,424000000,/dvs_simulator,-4.559998,1.8,10.0,-0.5,0.5,-0.5,0.5
425000000,0,425000000,/dvs_simulator,-4.499996,1.8,10.0,-0.5,0.5,-0.5,0.5
426000000,0,426000000,/dvs_simulator,-4.440002,1.8,10.0,-0.5,0.5,-0.5,0.5
427000000,0,427000000,/dvs_simulator,-4.379997,1.8,10.0,-0.5,0.5,-0.5,0.5
428000000,0,428000000,/dvs_simulator,-4.32,1.8,10.0,-0.5,0.5,-0.5,0.5
429000000,0,429000000,/dvs_simulator,-4.259998,1.8,10.0,-0.5,0.5,-0.5,0.5
430000000,0,430000000,/dvs_simulator,-4.199997,1.8,10.0,-0.5,0.5,-0.5,0.5
431000000,0,431000000,/dvs_simulator,-4.139996,1.8,10.0,-0.5,0.5,-0.5,0.5
432000000,0,432000000,/dvs_simulator,-4.080002,1.8,10.0,-0.5,0.5,-0.5,0.5
433000000,0,433000000,/dvs_simulator,-4.02,1.8,10.0,-0.5,0.5,-0.5,0.5
434000000,0,434000000,/dvs_simulator,-3.960003,1.8,10.0,-0.5,0.5,-0.5,0.5
435000000,0,435000000,/dvs_simulator,-3.899998,1.8,10.0,-0.5,0.5,-0.5,0.5
436000000,0,436000000,/dvs_simulator,-3.84,1.8,10.0,-0.5,0.5,-0.5,0.5
437000000,0,437000000,/dvs_simulator,-3.779999,1.8,10.0,-0.5,0.5,-0.5,0.5
438000000,0,438000000,/dvs_simulator,-3.719994,1.8,10.0,-0.5,0.5,-0.5,0.5
439000000,0,439000000,/dvs_simulator,-3.659996,1.8,10.0,-0.5,0.5,-0.5,0.5
440000000,0,440000000,/dvs_simulator,-3.599998,1.8,10.0,-0.5,0.5,-0.5,0.5
441000000,0,441000000,/dvs_simulator,-3.539997,1.8,10.0,-0.5,0.5,-0.5,0.5
442000000,0,442000000,/dvs_simulator,-3.48,1.8,10.0,-0.5,0.5,-0.5,0.5
443000000,0,443000000,/dvs_simulator,-3.419998,1.8,10.0,-0.5,0.5,-0.5,0.5
444000000,0,444000000,/dvs_simulator,-3.359997,1.8,10.0,-0.5,0.5,-0.5,0.5
445000000,0,445000000,/dvs_simulator,-3.299999,1.8,10.0,-0.5,0.5,-0.5,0.5
446000000,0,446000000,/dvs_simulator,-3.239998,1.8,10.0,-0.5,0.5,-0.5,0.5
447000000,0,447000000,/dvs_simulator,-3.179996,1.8,10.0,-0.5,0.5,-0.5,0.5
448000000,0,448000000,/dvs_simulator,-3.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
449000000,0,449000000,/dvs_simulator,-3.059998,1.8,10.0,-0.5,0.5,-0.5,0.5
450000000,0,450000000,/dvs_simulator,-3.0,1.8,10.0,-0.5,0.5,-0.5,0.5
451000000,0,451000000,/dvs_simulator,-2.939999,1.8,10.0,-0.5,0.5,-0.5,0.5
452000000,0,452000000,/dvs_simulator,-2.879997,1.8,10.0,-0.5,0.5,-0.5,0.5
453000000,0,453000000,/dvs_simulator,-2.82,1.8,10.0,-0.5,0.5,-0.5,0.5
454000000,0,454000000,/dvs_simulator,-2.759998,1.8,10.0,-0.5,0.5,-0.5,0.5
455000000,0,455000000,/dvs_simulator,-2.699997,1.8,10.0,-0.5,0.5,-0.5,0.5
456000000,0,456000000,/dvs_simulator,-2.639996,1.8,10.0,-0.5,0.5,-0.5,0.5
457000000,0,457000000,/dvs_simulator,-2.579998,1.8,10.0,-0.5,0.5,-0.5,0.5
458000000,0,458000000,/dvs_simulator,-2.519997,1.8,10.0,-0.5,0.5,-0.5,0.5
459000000,0,459000000,/dvs_simulator,-2.459995,1.8,10.0,-0.5,0.5,-0.5,0.5
460000000,0,460000000,/dvs_simulator,-2.399998,1.8,10.0,-0.5,0.5,-0.5,0.5
461000000,0,461000000,/dvs_simulator,-2.339996,1.8,10.0,-0.5,0.5,-0.5,0.5
462000000,0,462000000,/dvs_simulator,-2.280003,1.8,10.0,-0.5,0.5,-0.5,0.5
463000000,0,463000000,/dvs_simulator,-2.219997,1.8,10.0,-0.5,0.5,-0.5,0.5
464000000,0,464000000,/dvs_simulator,-2.159996,1.8,10.0,-0.5,0.5,-0.5,0.5
465000000,0,465000000,/dvs_simulator,-2.099998,1.8,10.0,-0.5,0.5,-0.5,0.5
466000000,0,466000000,/dvs_simulator,-2.040001,1.8,10.0,-0.5,0.5,-0.5,0.5
467000000,0,467000000,/dvs_simulator,-1.979996,1.8,10.0,-0.5,0.5,-0.5,0.5
468000000,0,468000000,/dvs_simulator,-1.920002,1.8,10.0,-0.5,0.5,-0.5,0.5
469000000,0,469000000,/dvs_simulator,-1.859997,1.8,10.0,-0.5,0.5,-0.5,0.5
470000000,0,470000000,/dvs_simulator,-1.800001,1.8,10.0,-0.5,0.5,-0.5,0.5
471000000,0,471000000,/dvs_simulator,-1.739998,1.8,10.0,-0.5,0.5,-0.5,0.5
472000000,0,472000000,/dvs_simulator,-1.680002,1.8,10.0,-0.5,0.5,-0.5,0.5
473000000,0,473000000,/dvs_simulator,-1.619999,1.8,10.0,-0.5,0.5,-0.5,0.5
474000000,0,474000000,/dvs_simulator,-1.559998,1.8,10.0,-0.5,0.5,-0.5,0.5
475000000,0,475000000,/dvs_simulator,-1.5,1.8,10.0,-0.5,0.5,-0.5,0.5
476000000,0,476000000,/dvs_simulator,-1.439999,1.8,10.0,-0.5,0.5,-0.5,0.5
477000000,0,477000000,/dvs_simulator,-1.379997,1.8,10.0,-0.5,0.5,-0.5,0.5
478000000,0,478000000,/dvs_simulator,-1.32,1.8,10.0,-0.5,0.5,-0.5,0.5
479000000,0,479000000,/dvs_simulator,-1.259998,1.8,10.0,-0.5,0.5,-0.5,0.5
480000000,0,480000000,/dvs_simulator,-1.199999,1.8,10.0,-0.5,0.5,-0.5,0.5
481000000,0,481000000,/dvs_simulator,-1.139996,1.8,10.0,-0.5,0.5,-0.5,0.5
482000000,0,482000000,/dvs_simulator,-1.08,1.8,10.0,-0.5,0.5,-0.5,0.5
483000000,0,483000000,/dvs_simulator,-1.020004,1.8,10.0,-0.5,0.5,-0.5,0.5
484000000,0,484000000,/dvs_simulator,-0.960001,1.8,10.0,-0.5,0.5,-0.5,0.5
485000000,0,485000000,/dvs_simulator,-0.899998,1.8,10.0,-0.5,0.5,-0.5,0.5
486000000,0,486000000,/dvs_simulator,-0.839998,1.8,10.0,-0.5,0.5,-0.5,0.5
487000000,0,487000000,/dvs_simulator,-0.780003,1.8,10.0,-0.5,0.5,-0.5,0.5
488000000,0,488000000,/dvs_simulator,-0.719997,1.8,10.0,-0.5,0.5,-0.5,0.5
489000000,0,489000000,/dvs_simulator,-0.66,1.8,10.0,-0.5,0.5,-0.5,0.5
490000000,0,490000000,/dvs_simulator,-0.600002,1.8,10.0,-0.5,0.5,-0.5,0.5
491000000,0,491000000,/dvs_simulator,-0.539997,1.8,10.0,-0.5,0.5,-0.5,0.5
492000000,0,492000000,/dvs_simulator,-0.479998,1.8,10.0,-0.5,0.5,-0.5,0.5
493000000,0,493000000,/dvs_simulator,-0.42,1.8,10.0,-0.5,0.5,-0.5,0.5
494000000,0,494000000,/dvs_simulator,-0.359999,1.8,10.0,-0.5,0.5,-0.5,0.5
495000000,0,495000000,/dvs_simulator,-0.300003,1.8,10.0,-0.5,0.5,-0.5,0.5
496000000,0,496000000,/dvs_simulator,-0.239998,1.8,10.0,-0.5,0.5,-0.5,0.5
497000000,0,497000000,/dvs_simulator,-0.180002,1.8,10.0,-0.5,0.5,-0.5,0.5
498000000,0,498000000,/dvs_simulator,-0.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
499000000,0,499000000,/dvs_simulator,-0.060001,1.8,10.0,-0.5,0.5,-0.5,0.5
500000000,0,500000000,/dvs_simulator,0.0,1.8,10.0,-0.5,0.5,-0.5,0.5
501000000,0,501000000,/dvs_simulator,0.059999,1.8,10.0,-0.5,0.5,-0.5,0.5
502000000,0,502000000,/dvs_simulator,0.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
503000000,0,503000000,/dvs_simulator,0.180002,1.8,10.0,-0.5,0.5,-0.5,0.5
504000000,0,504000000,/dvs_simulator,0.239996,1.8,10.0,-0.5,0.5,-0.5,0.5
505000000,0,505000000,/dvs_simulator,0.299997,1.8,10.0,-0.5,0.5,-0.5,0.5
506000000,0,506000000,/dvs_simulator,0.359999,1.8,10.0,-0.5,0.5,-0.5,0.5
507000000,0,507000000,/dvs_simulator,0.42,1.8,10.0,-0.5,0.5,-0.5,0.5
508000000,0,508000000,/dvs_simulator,0.479998,1.8,10.0,-0.5,0.5,-0.5,0.5
509000000,0,509000000,/dvs_simulator,0.539997,1.8,10.0,-0.5,0.5,-0.5,0.5
510000000,0,510000000,/dvs_simulator,0.599995,1.8,10.0,-0.5,0.5,-0.5,0.5
511000000,0,511000000,/dvs_simulator,0.66,1.8,10.0,-0.5,0.5,-0.5,0.5
512000000,0,512000000,/dvs_simulator,0.719995,1.8,10.0,-0.5,0.5,-0.5,0.5
513000000,0,513000000,/dvs_simulator,0.779997,1.8,10.0,-0.5,0.5,-0.5,0.5
514000000,0,514000000,/dvs_simulator,0.839993,1.8,10.0,-0.5,0.5,-0.5,0.5
515000000,0,515000000,/dvs_simulator,0.899996,1.8,10.0,-0.5,0.5,-0.5,0.5
516000000,0,516000000,/dvs_simulator,0.959997,1.8,10.0,-0.5,0.5,-0.5,0.5
517000000,0,517000000,/dvs_simulator,1.019999,1.8,10.0,-0.5,0.5,-0.5,0.5
518000000,0,518000000,/dvs_simulator,1.079996,1.8,10.0,-0.5,0.5,-0.5,0.5
519000000,0,519000000,/dvs_simulator,1.139996,1.8,10.0,-0.5,0.5,-0.5,0.5
520000000,0,520000000,/dvs_simulator,1.199999,1.8,10.0,-0.5,0.5,-0.5,0.5
521000000,0,521000000,/dvs_simulator,1.259998,1.8,10.0,-0.5,0.5,-0.5,0.5
522000000,0,522000000,/dvs_simulator,1.319996,1.8,10.0,-0.5,0.5,-0.5,0.5
523000000,0,523000000,/dvs_simulator,1.379995,1.8,10.0,-0.5,0.5,-0.5,0.5
524000000,0,524000000,/dvs_simulator,1.439995,1.8,10.0,-0.5,0.5,-0.5,0.5
525000000,0,525000000,/dvs_simulator,1.499996,1.8,10.0,-0.5,0.5,-0.5,0.5
526000000,0,526000000,/dvs_simulator,1.559996,1.8,10.0,-0.5,0.5,-0.5,0.5
527000000,0,527000000,/dvs_simulator,1.619997,1.8,10.0,-0.5,0.5,-0.5,0.5
528000000,0,528000000,/dvs_simulator,1.679996,1.8,10.0,-0.5,0.5,-0.5,0.5
529000000,0,529000000,/dvs_simulator,1.74,1.8,10.0,-0.5,0.5,-0.5,0.5
530000000,0,530000000,/dvs_simulator,1.799992,1.8,10.0,-0.5,0.5,-0.5,0.5
531000000,0,531000000,/dvs_simulator,1.859997,1.8,10.0,-0.5,0.5,-0.5,0.5
532000000,0,532000000,/dvs_simulator,1.919996,1.8,10.0,-0.5,0.5,-0.5,0.5
533000000,0,533000000,/dvs_simulator,1.979994,1.8,10.0,-0.5,0.5,-0.5,0.5
534000000,0,534000000,/dvs_simulator,2.039997,1.8,10.0,-0.5,0.5,-0.5,0.5
535000000,0,535000000,/dvs_simulator,2.099997,1.8,10.0,-0.5,0.5,-0.5,0.5
536000000,0,536000000,/dvs_simulator,2.159998,1.8,10.0,-0.5,0.5,-0.5,0.5
537000000,0,537000000,/dvs_simulator,2.219997,1.8,10.0,-0.5,0.5,-0.5,0.5
538000000,0,538000000,/dvs_simulator,2.279995,1.8,10.0,-0.5,0.5,-0.5,0.5
539000000,0,539000000,/dvs_simulator,2.339998,1.8,10.0,-0.5,0.5,-0.5,0.5
540000000,0,540000000,/dvs_simulator,2.400002,1.8,10.0,-0.5,0.5,-0.5,0.5
541000000,0,541000000,/dvs_simulator,2.459995,1.8,10.0,-0.5,0.5,-0.5,0.5
542000000,0,542000000,/dvs_simulator,2.519999,1.8,10.0,-0.5,0.5,-0.5,0.5
543000000,0,543000000,/dvs_simulator,2.579996,1.8,10.0,-0.5,0.5,-0.5,0.5
544000000,0,544000000,/dvs_simulator,2.640001,1.8,10.0,-0.5,0.5,-0.5,0.5
545000000,0,545000000,/dvs_simulator,2.699999,1.8,10.0,-0.5,0.5,-0.5,0.5
546000000,0,546000000,/dvs_simulator,2.760002,1.8,10.0,-0.5,0.5,-0.5,0.5
547000000,0,547000000,/dvs_simulator,2.82,1.8,10.0,-0.5,0.5,-0.5,0.5
548000000,0,548000000,/dvs_simulator,2.879993,1.8,10.0,-0.5,0.5,-0.5,0.5
549000000,0,549000000,/dvs_simulator,2.940002,1.8,10.0,-0.5,0.5,-0.5,0.5
550000000,0,550000000,/dvs_simulator,2.999996,1.8,10.0,-0.5,0.5,-0.5,0.5
551000000,0,551000000,/dvs_simulator,3.059999,1.8,10.0,-0.5,0.5,-0.5,0.5
552000000,0,552000000,/dvs_simulator,3.120001,1.8,10.0,-0.5,0.5,-0.5,0.5
553000000,0,553000000,/dvs_simulator,3.179998,1.8,10.0,-0.5,0.5,-0.5,0.5
554000000,0,554000000,/dvs_simulator,3.24,1.8,10.0,-0.5,0.5,-0.5,0.5
555000000,0,555000000,/dvs_simulator,3.300001,1.8,10.0,-0.5,0.5,-0.5,0.5
556000000,0,556000000,/dvs_simulator,3.360001,1.8,10.0,-0.5,0.5,-0.5,0.5
557000000,0,557000000,/dvs_simulator,3.419994,1.8,10.0,-0.5,0.5,-0.5,0.5
558000000,0,558000000,/dvs_simulator,3.479998,1.8,10.0,-0.5,0.5,-0.5,0.5
559000000,0,559000000,/dvs_simulator,3.540001,1.8,10.0,-0.5,0.5,-0.5,0.5
560000000,0,560000000,/dvs_simulator,3.599998,1.8,10.0,-0.5,0.5,-0.5,0.5
561000000,0,561000000,/dvs_simulator,3.660004,1.8,10.0,-0.5,0.5,-0.5,0.5
562000000,0,562000000,/dvs_simulator,3.720001,1.8,10.0,-0.5,0.5,-0.5,0.5
563000000,0,563000000,/dvs_simulator,3.779999,1.8,10.0,-0.5,0.5,-0.5,0.5
564000000,0,564000000,/dvs_simulator,3.840002,1.8,10.0,-0.5,0.5,-0.5,0.5
565000000,0,565000000,/dvs_simulator,3.900002,1.8,10.0,-0.5,0.5,-0.5,0.5
566000000,0,566000000,/dvs_simulator,3.960001,1.8,10.0,-0.5,0.5,-0.5,0.5
567000000,0,567000000,/dvs_simulator,4.020002,1.8,10.0,-0.5,0.5,-0.5,0.5
568000000,0,568000000,/dvs_simulator,4.080002,1.8,10.0,-0.5,0.5,-0.5,0.5
569000000,0,569000000,/dvs_simulator,4.139999,1.8,10.0,-0.5,0.5,-0.5,0.5
570000000,0,570000000,/dvs_simulator,4.199997,1.8,10.0,-0.5,0.5,-0.5,0.5
571000000,0,571000000,/dvs_simulator,4.260002,1.8,10.0,-0.5,0.5,-0.5,0.5
572000000,0,572000000,/dvs_simulator,4.320002,1.8,10.0,-0.5,0.5,-0.5,0.5
573000000,0,573000000,/dvs_simulator,4.379999,1.8,10.0,-0.5,0.5,-0.5,0.5
574000000,0,574000000,/dvs_simulator,4.439997,1.8,10.0,-0.5,0.5,-0.5,0.5
575000000,0,575000000,/dvs_simulator,4.5,1.8,10.0,-0.5,0.5,-0.5,0.5
576000000,0,576000000,/dvs_simulator,4.559999,1.8,10.0,-0.5,0.5,-0.5,0.5
577000000,0,577000000,/dvs_simulator,4.620001,1.8,10.0,-0.5,0.5,-0.5,0.5
578000000,0,578000000,/dvs_simulator,4.679996,1.8,10.0,-0.5,0.5,-0.5,0.5
579000000,0,579000000,/dvs_simulator,4.739998,1.8,10.0,-0.5,0.5,-0.5,0.5
580000000,0,580000000,/dvs_simulator,4.799997,1.8,10.0,-0.5,0.5,-0.5,0.5
581000000,0,581000000,/dvs_simulator,4.860001,1.8,10.0,-0.5,0.5,-0.5,0.5
582000000,0,582000000,/dvs_simulator,4.92,1.8,10.0,-0.5,0.5,-0.5,0.5
583000000,0,583000000,/dvs_simulator,4.980001,1.8,10.0,-0.5,0.5,-0.5,0.5
584000000,0,584000000,/dvs_simulator,5.039999,1.8,10.0,-0.5,0.5,-0.5,0.5
585000000,0,585000000,/dvs_simulator,5.099998,1.8,10.0,-0.5,0.5,-0.5,0.5
586000000,0,586000000,/dvs_simulator,5.160002,1.8,10.0,-0.5,0.5,-0.5,0.5
587000000,0,587000000,/dvs_simulator,5.220001,1.8,10.0,-0.5,0.5,-0.5,0.5
588000000,0,588000000,/dvs_simulator,5.279999,1.8,10.0,-0.5,0.5,-0.5,0.5
589000000,0,589000000,/dvs_simulator,5.339998,1.8,10.0,-0.5,0.5,-0.5,0.5
590000000,0,590000000,/dvs_simulator,5.4,1.8,10.0,-0.5,0.5,-0.5,0.5
591000000,0,591000000,/dvs_simulator,5.460001,1.8,10.0,-0.5,0.5,-0.5,0.5
592000000,0,592000000,/dvs_simulator,5.52,1.8,10.0,-0.5,0.5,-0.5,0.5
593000000,0,593000000,/dvs_simulator,5.58,1.8,10.0,-0.5,0.5,-0.5,0.5
594000000,0,594000000,/dvs_simulator,5.640001,1.8,10.0,-0.5,0.5,-0.5,0.5
595000000,0,595000000,/dvs_simulator,5.699997,1.8,10.0,-0.5,0.5,-0.5,0.5
596000000,0,596000000,/dvs_simulator,5.759996,1.8,10.0,-0.5,0.5,-0.5,0.5
597000000,0,597000000,/dvs_simulator,5.819996,1.8,10.0,-0.5,0.5,-0.5,0.5
598000000,0,598000000,/dvs_simulator,5.879995,1.8,10.0,-0.5,0.5,-0.5,0.5
599000000,0,599000000,/dvs_simulator,5.940002,1.8,10.0,-0.5,0.5,-0.5,0.5
600000000,0,600000000,/dvs_simulator,6.0,1.8,10.0,-0.5,0.5,-0.5,0.5
